neudělala	10402
válku	10394
druhého	10391
vítězství	10377
lásko	10373
použil	10364
starat	10361
zjistila	10358
hrdina	10337
končí	10336
kancelář	10325
jedinou	10321
jinde	10309
jídla	10290
jedem	10289
znamení	10286
bere	10275
povím	10271
zvíře	10271
přišlo	10261
dlouhý	10256
jazyk	10256
bojí	10251
opustil	10248
sto	10246
nedává	10243
svatbu	10243
objevil	10242
vezmeš	10232
vypadal	10231
nerad	10225
akce	10213
nosit	10213
pomohla	10204
navzájem	10198
rozumíte	10188
najdi	10184
poslali	10182
bene	10169
trvá	10164
vedení	10159
zástupce	10153
ztratili	10145
maso	10139
neustále	10137
začínám	10137
minulost	10126
problémů	10121
přede	10117
přeložil	10111
uvidíte	10110
nos	10108
nutné	10097
lež	10091
otisky	10090
právník	10076
děcka	10073
pole	10072
nenechám	10057
požádat	10053
stolu	10053
obětí	10046
mnoha	10030
vypadnout	10030
mění	10028
práva	10026
dívku	10023
veličenstvo	10023
neviděli	10018
žádám	10018
zadku	10006
chodil	10005
ujistit	10005
záležitost	10003
ukázalo	10001
kávu	9995
beze	9992
ihned	9989
prsty	9987
